
,,,Measures,"Number of collisions","Number of injured","Number of fatalities"
"November","2021","Dry, normal","Raining",7,8,0
"November","2021","Dry, normal","Snowing, not including drifting snow",8,8,0
"November","2021","Dry, normal","Freezing rain, sleet, hail",0,0,0
"November","2021","Dry, normal","Visibility limitation",13,14,1
"November","2021","Dry, normal","Strong wind",14,17,1
"November","2021","Dry, normal","Other",5,7,0
"November","2021","Dry, normal","Unknown",36,44,0
"November","2021","Wet","Clear and sunny",362,482,7
"November","2021","Wet","Overcast, cloudy but no precipitation",220,285,7
"November","2021","Wet","Raining",791,1014,13
"November","2021","Wet","Snowing, not including drifting snow",108,134,2
"November","2021","Wet","Freezing rain, sleet, hail",10,13,0
"November","2021","Wet","Visibility limitation",30,40,0
"November","2021","Wet","Strong wind",3,3,0
"November","2021","Wet","Other",4,7,0
"November","2021","Wet","Unknown",10,11,1
"November","2021","Snow (fresh, loose snow)","Clear and sunny",30,35,0
"November","2021","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",22,28,0
"November","2021","Snow (fresh, loose snow)","Raining",2,2,0
"November","2021","Snow (fresh, loose snow)","Snowing, not including drifting snow",233,312,2
"November","2021","Snow (fresh, loose snow)","Freezing rain, sleet, hail",3,5,0
"November","2021","Snow (fresh, loose snow)","Visibility limitation",8,9,0
"November","2021","Snow (fresh, loose snow)","Strong wind",3,4,0
"November","2021","Snow (fresh, loose snow)","Other",1,1,0
"November","2021","Snow (fresh, loose snow)","Unknown",9,12,1
"November","2021","Slush, wet snow","Clear and sunny",23,30,1
"November","2021","Slush, wet snow","Overcast, cloudy but no precipitation",17,19,0
"November","2021","Slush, wet snow","Raining",10,11,0
"November","2021","Slush, wet snow","Snowing, not including drifting snow",122,147,6
"November","2021","Slush, wet snow","Freezing rain, sleet, hail",11,14,0
"November","2021","Slush, wet snow","Visibility limitation",3,4,0
"November","2021","Slush, wet snow","Strong wind",1,0,1
"November","2021","Slush, wet snow","Other",0,0,0
"November","2021","Slush, wet snow","Unknown",0,0,0
"November","2021","Icy","Clear and sunny",222,281,5
"November","2021","Icy","Overcast, cloudy but no precipitation",84,100,2
"November","2021","Icy","Raining",12,12,0
"November","2021","Icy","Snowing, not including drifting snow",158,198,0
"November","2021","Icy","Freezing rain, sleet, hail",48,63,0
"November","2021","Icy","Visibility limitation",29,39,0
"November","2021","Icy","Strong wind",13,14,0
"November","2021","Icy","Other",5,5,0
"November","2021","Icy","Unknown",23,33,0
"November","2021","Sand/gravel/dirt","Clear and sunny",15,17,0
"November","2021","Sand/gravel/dirt","Overcast, cloudy but no precipitation",3,3,0
"November","2021","Sand/gravel/dirt","Raining",0,0,0
"November","2021","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"November","2021","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"November","2021","Sand/gravel/dirt","Visibility limitation",1,1,0
"November","2021","Sand/gravel/dirt","Strong wind",0,0,0
"November","2021","Sand/gravel/dirt","Other",0,0,0
"November","2021","Sand/gravel/dirt","Unknown",0,0,0
"November","2021","Muddy","Clear and sunny",3,5,0
"November","2021","Muddy","Overcast, cloudy but no precipitation",1,0,1
"November","2021","Muddy","Raining",1,1,0
"November","2021","Muddy","Snowing, not including drifting snow",0,0,0
"November","2021","Muddy","Freezing rain, sleet, hail",0,0,0
"November","2021","Muddy","Visibility limitation",0,0,0
"November","2021","Muddy","Strong wind",0,0,0
"November","2021","Muddy","Other",0,0,0
"November","2021","Muddy","Unknown",0,0,0
"November","2021","Oil","Clear and sunny",0,0,0
"November","2021","Oil","Overcast, cloudy but no precipitation",0,0,0
"November","2021","Oil","Raining",0,0,0
"November","2021","Oil","Snowing, not including drifting snow",0,0,0
"November","2021","Oil","Freezing rain, sleet, hail",0,0,0
"November","2021","Oil","Visibility limitation",0,0,0
"November","2021","Oil","Strong wind",0,0,0
"November","2021","Oil","Other",0,0,0
"November","2021","Oil","Unknown",0,0,0
"November","2021","Flooded","Clear and sunny",0,0,0
"November","2021","Flooded","Overcast, cloudy but no precipitation",0,0,0
"November","2021","Flooded","Raining",0,0,0
"November","2021","Flooded","Snowing, not including drifting snow",0,0,0
"November","2021","Flooded","Freezing rain, sleet, hail",0,0,0
"November","2021","Flooded","Visibility limitation",0,0,0
"November","2021","Flooded","Strong wind",0,0,0
"November","2021","Flooded","Other",0,0,0
"November","2021","Flooded","Unknown",0,0,0
"November","2021","Other","Clear and sunny",142,193,8
"November","2021","Other","Overcast, cloudy but no precipitation",0,0,0
"November","2021","Other","Raining",17,22,1
"November","2021","Other","Snowing, not including drifting snow",105,137,2
"November","2021","Other","Freezing rain, sleet, hail",4,6,0
"November","2021","Other","Visibility limitation",3,3,0
"November","2021","Other","Strong wind",4,4,0
"November","2021","Other","Other",5,6,0
"November","2021","Other","Unknown",3,3,0
"November","2021","Unknown","Clear and sunny",13,14,0
"November","2021","Unknown","Overcast, cloudy but no precipitation",4,4,0
"November","2021","Unknown","Raining",0,0,0
"November","2021","Unknown","Snowing, not including drifting snow",1,1,0
"November","2021","Unknown","Freezing rain, sleet, hail",0,0,0
"November","2021","Unknown","Visibility limitation",0,0,0
"November","2021","Unknown","Strong wind",0,0,0
"November","2021","Unknown","Other",1,1,0
"November","2021","Unknown","Unknown",54,67,4
"December","2010","Dry, normal","Clear and sunny",3009,4305,44
"December","2010","Dry, normal","Overcast, cloudy but no precipitation",408,547,4
"December","2010","Dry, normal","Raining",6,7,0
"December","2010","Dry, normal","Snowing, not including drifting snow",8,11,0
"December","2010","Dry, normal","Freezing rain, sleet, hail",1,2,0
"December","2010","Dry, normal","Visibility limitation",18,19,0
"December","2010","Dry, normal","Strong wind",9,12,0
"December","2010","Dry, normal","Other",4,4,0
"December","2010","Dry, normal","Unknown",6,8,0
"December","2010","Wet","Clear and sunny",1101,1535,15
"December","2010","Wet","Overcast, cloudy but no precipitation",545,746,11
"December","2010","Wet","Raining",728,926,11
"December","2010","Wet","Snowing, not including drifting snow",298,411,3
"December","2010","Wet","Freezing rain, sleet, hail",18,21,1
"December","2010","Wet","Visibility limitation",37,56,0
"December","2010","Wet","Strong wind",9,9,1
"December","2010","Wet","Other",13,16,0
"December","2010","Wet","Unknown",10,12,0
"December","2010","Snow (fresh, loose snow)","Clear and sunny",340,419,1
"December","2010","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",197,273,4
"December","2010","Snow (fresh, loose snow)","Raining",8,13,0
"December","2010","Snow (fresh, loose snow)","Snowing, not including drifting snow",825,1084,10
"December","2010","Snow (fresh, loose snow)","Freezing rain, sleet, hail",4,7,0
"December","2010","Snow (fresh, loose snow)","Visibility limitation",152,213,2
"December","2010","Snow (fresh, loose snow)","Strong wind",7,12,0
"December","2010","Snow (fresh, loose snow)","Other",2,5,0
"December","2010","Snow (fresh, loose snow)","Unknown",8,12,0
"December","2010","Slush, wet snow","Clear and sunny",120,162,1
"December","2010","Slush, wet snow","Overcast, cloudy but no precipitation",82,112,0
"December","2010","Slush, wet snow","Raining",42,56,1
"December","2010","Slush, wet snow","Snowing, not including drifting snow",232,337,4
"December","2010","Slush, wet snow","Freezing rain, sleet, hail",15,23,0
"December","2010","Slush, wet snow","Visibility limitation",14,24,0
"December","2010","Slush, wet snow","Strong wind",0,0,0
"December","2010","Slush, wet snow","Other",6,9,0
"December","2010","Slush, wet snow","Unknown",4,4,0
"December","2010","Icy","Clear and sunny",648,901,9
"December","2010","Icy","Overcast, cloudy but no precipitation",289,384,6
"December","2010","Icy","Raining",45,56,2
"December","2010","Icy","Snowing, not including drifting snow",490,695,7
"December","2010","Icy","Freezing rain, sleet, hail",93,122,4
"December","2010","Icy","Visibility limitation",137,189,7
"December","2010","Icy","Strong wind",25,38,1
"December","2010","Icy","Other",4,3,1
"December","2010","Icy","Unknown",13,18,0
"December","2010","Sand/gravel/dirt","Clear and sunny",8,11,0
"December","2010","Sand/gravel/dirt","Overcast, cloudy but no precipitation",2,3,1
"December","2010","Sand/gravel/dirt","Raining",0,0,0
"December","2010","Sand/gravel/dirt","Snowing, not including drifting snow",1,2,0
"December","2010","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"December","2010","Sand/gravel/dirt","Visibility limitation",1,1,0
"December","2010","Sand/gravel/dirt","Strong wind",1,1,0
"December","2010","Sand/gravel/dirt","Other",0,0,0
"December","2010","Sand/gravel/dirt","Unknown",0,0,0
"December","2010","Muddy","Clear and sunny",2,2,0
"December","2010","Muddy","Overcast, cloudy but no precipitation",1,2,0
"December","2010","Muddy","Raining",0,0,0
"December","2010","Muddy","Snowing, not including drifting snow",1,2,0
"December","2010","Muddy","Freezing rain, sleet, hail",1,2,0
"December","2010","Muddy","Visibility limitation",1,3,0
"December","2010","Muddy","Strong wind",0,0,0
"December","2010","Muddy","Other",0,0,0
"December","2010","Muddy","Unknown",0,0,0
"December","2010","Oil","Clear and sunny",0,0,0
"December","2010","Oil","Overcast, cloudy but no precipitation",0,0,0
"December","2010","Oil","Raining",0,0,0
"December","2010","Oil","Snowing, not including drifting snow",0,0,0
"December","2010","Oil","Freezing rain, sleet, hail",0,0,0
"December","2010","Oil","Visibility limitation",0,0,0
"December","2010","Oil","Strong wind",0,0,0
"December","2010","Oil","Other",0,0,0
"December","2010","Oil","Unknown",0,0,0
"December","2010","Flooded","Clear and sunny",0,0,0
"December","2010","Flooded","Overcast, cloudy but no precipitation",0,0,0
"December","2010","Flooded","Raining",0,0,0
"December","2010","Flooded","Snowing, not including drifting snow",0,0,0
"December","2010","Flooded","Freezing rain, sleet, hail",0,0,0
"December","2010","Flooded","Visibility limitation",0,0,0
"December","2010","Flooded","Strong wind",0,0,0
"December","2010","Flooded","Other",0,0,0
"December","2010","Flooded","Unknown",0,0,0
"December","2010","Other","Clear and sunny",601,780,16
"December","2010","Other","Overcast, cloudy but no precipitation",2,2,0
"December","2010","Other","Raining",6,6,0
"December","2010","Other","Snowing, not including drifting snow",294,384,5
"December","2010","Other","Freezing rain, sleet, hail",6,6,0
"December","2010","Other","Visibility limitation",12,23,0
"December","2010","Other","Strong wind",5,7,0
"December","2010","Other","Other",14,20,0
"December","2010","Other","Unknown",15,18,0
"December","2010","Unknown","Clear and sunny",24,34,0
"December","2010","Unknown","Overcast, cloudy but no precipitation",7,8,0
"December","2010","Unknown","Raining",1,1,0
"December","2010","Unknown","Snowing, not including drifting snow",5,5,0
"December","2010","Unknown","Freezing rain, sleet, hail",1,2,0
"December","2010","Unknown","Visibility limitation",1,1,0
"December","2010","Unknown","Strong wind",2,2,0
"December","2010","Unknown","Other",2,3,0
"December","2010","Unknown","Unknown",79,89,0
"December","2011","Dry, normal","Clear and sunny",4061,5527,53
"December","2011","Dry, normal","Overcast, cloudy but no precipitation",497,683,4
"December","2011","Dry, normal","Raining",8,16,0
"December","2011","Dry, normal","Snowing, not including drifting snow",17,23,0
"December","2011","Dry, normal","Freezing rain, sleet, hail",2,2,0
"December","2011","Dry, normal","Visibility limitation",5,8,0
"December","2011","Dry, normal","Strong wind",7,7,0
"December","2011","Dry, normal","Other",9,9,0
"December","2011","Dry, normal","Unknown",40,51,0
"December","2011","Wet","Clear and sunny",884,1210,7
"December","2011","Wet","Overcast, cloudy but no precipitation",520,702,10
"December","2011","Wet","Raining",1327,1773,11
"December","2011","Wet","Snowing, not including drifting snow",212,291,4
"December","2011","Wet","Freezing rain, sleet, hail",20,29,1
"December","2011","Wet","Visibility limitation",68,94,1
"December","2011","Wet","Strong wind",7,10,1
"December","2011","Wet","Other",19,22,0
"December","2011","Wet","Unknown",14,16,0
"December","2011","Snow (fresh, loose snow)","Clear and sunny",165,209,2
"December","2011","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",86,108,3
"December","2011","Snow (fresh, loose snow)","Raining",5,9,0
"December","2011","Snow (fresh, loose snow)","Snowing, not including drifting snow",514,726,4
"December","2011","Snow (fresh, loose snow)","Freezing rain, sleet, hail",0,0,0
"December","2011","Snow (fresh, loose snow)","Visibility limitation",49,72,2
"December","2011","Snow (fresh, loose snow)","Strong wind",4,5,0
"December","2011","Snow (fresh, loose snow)","Other",2,3,0
"December","2011","Snow (fresh, loose snow)","Unknown",8,12,0
"December","2011","Slush, wet snow","Clear and sunny",84,105,2
"December","2011","Slush, wet snow","Overcast, cloudy but no precipitation",67,87,1
"December","2011","Slush, wet snow","Raining",43,69,1
"December","2011","Slush, wet snow","Snowing, not including drifting snow",211,278,7
"December","2011","Slush, wet snow","Freezing rain, sleet, hail",9,10,0
"December","2011","Slush, wet snow","Visibility limitation",12,15,0
"December","2011","Slush, wet snow","Strong wind",0,0,0
"December","2011","Slush, wet snow","Other",0,0,0
"December","2011","Slush, wet snow","Unknown",1,2,0
"December","2011","Icy","Clear and sunny",742,969,19
"December","2011","Icy","Overcast, cloudy but no precipitation",280,364,6
"December","2011","Icy","Raining",60,65,2
"December","2011","Icy","Snowing, not including drifting snow",341,489,9
"December","2011","Icy","Freezing rain, sleet, hail",181,236,3
"December","2011","Icy","Visibility limitation",53,77,1
"December","2011","Icy","Strong wind",16,18,0
"December","2011","Icy","Other",2,2,0
"December","2011","Icy","Unknown",39,48,0
"December","2011","Sand/gravel/dirt","Clear and sunny",17,26,1
"December","2011","Sand/gravel/dirt","Overcast, cloudy but no precipitation",7,9,1
"December","2011","Sand/gravel/dirt","Raining",0,0,0
"December","2011","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"December","2011","Sand/gravel/dirt","Freezing rain, sleet, hail",1,1,0
"December","2011","Sand/gravel/dirt","Visibility limitation",0,0,0
"December","2011","Sand/gravel/dirt","Strong wind",0,0,0
"December","2011","Sand/gravel/dirt","Other",0,0,0
"December","2011","Sand/gravel/dirt","Unknown",1,1,0
"December","2011","Muddy","Clear and sunny",3,5,0
"December","2011","Muddy","Overcast, cloudy but no precipitation",2,2,0
"December","2011","Muddy","Raining",0,0,0
"December","2011","Muddy","Snowing, not including drifting snow",0,0,0
"December","2011","Muddy","Freezing rain, sleet, hail",0,0,0
"December","2011","Muddy","Visibility limitation",0,0,0
"December","2011","Muddy","Strong wind",0,0,0
"December","2011","Muddy","Other",0,0,0
"December","2011","Muddy","Unknown",1,1,0
"December","2011","Oil","Clear and sunny",1,1,0
"December","2011","Oil","Overcast, cloudy but no precipitation",0,0,0
"December","2011","Oil","Raining",0,0,0
"December","2011","Oil","Snowing, not including drifting snow",0,0,0
"December","2011","Oil","Freezing rain, sleet, hail",0,0,0
"December","2011","Oil","Visibility limitation",0,0,0
"December","2011","Oil","Strong wind",0,0,0
"December","2011","Oil","Other",0,0,0
"December","2011","Oil","Unknown",0,0,0
"December","2011","Flooded","Clear and sunny",0,0,0
"December","2011","Flooded","Overcast, cloudy but no precipitation",0,0,0
"December","2011","Flooded","Raining",0,0,0
"December","2011","Flooded","Snowing, not including drifting snow",0,0,0
"December","2011","Flooded","Freezing rain, sleet, hail",0,0,0
"December","2011","Flooded","Visibility limitation",0,0,0
"December","2011","Flooded","Strong wind",0,0,0
"December","2011","Flooded","Other",0,0,0
"December","2011","Flooded","Unknown",0,0,0
"December","2011","Other","Clear and sunny",341,452,7
"December","2011","Other","Overcast, cloudy but no precipitation",3,4,0
"December","2011","Other","Raining",14,21,0
"December","2011","Other","Snowing, not including drifting snow",133,191,2
"December","2011","Other","Freezing rain, sleet, hail",10,12,0
"December","2011","Other","Visibility limitation",5,9,1
"December","2011","Other","Strong wind",7,10,0
"December","2011","Other","Other",7,8,0
"December","2011","Other","Unknown",8,9,0
"December","2011","Unknown","Clear and sunny",30,37,0
"December","2011","Unknown","Overcast, cloudy but no precipitation",9,13,0
"December","2011","Unknown","Raining",3,3,0
"December","2011","Unknown","Snowing, not including drifting snow",3,3,0
"December","2011","Unknown","Freezing rain, sleet, hail",1,1,0
"December","2011","Unknown","Visibility limitation",0,0,0
"December","2011","Unknown","Strong wind",0,0,0
"December","2011","Unknown","Other",3,3,0
"December","2011","Unknown","Unknown",68,77,3
"December","2012","Dry, normal","Clear and sunny",2892,3919,50
"December","2012","Dry, normal","Overcast, cloudy but no precipitation",397,530,7
"December","2012","Dry, normal","Raining",6,6,0
"December","2012","Dry, normal","Snowing, not including drifting snow",7,8,0
"December","2012","Dry, normal","Freezing rain, sleet, hail",0,0,0
"December","2012","Dry, normal","Visibility limitation",9,10,1
"December","2012","Dry, normal","Strong wind",7,7,0
"December","2012","Dry, normal","Other",2,2,0
"December","2012","Dry, normal","Unknown",16,16,1
"December","2012","Wet","Clear and sunny",905,1242,14
"December","2012","Wet","Overcast, cloudy but no precipitation",508,672,16
"December","2012","Wet","Raining",1118,1511,13
"December","2012","Wet","Snowing, not including drifting snow",155,198,2
"December","2012","Wet","Freezing rain, sleet, hail",41,52,0
"December","2012","Wet","Visibility limitation",51,68,0
"December","2012","Wet","Strong wind",6,10,0
"December","2012","Wet","Other",15,15,1
"December","2012","Wet","Unknown",12,15,1
"December","2012","Snow (fresh, loose snow)","Clear and sunny",239,319,3
"December","2012","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",136,163,0
"December","2012","Snow (fresh, loose snow)","Raining",14,17,0
"December","2012","Snow (fresh, loose snow)","Snowing, not including drifting snow",761,1035,9
"December","2012","Snow (fresh, loose snow)","Freezing rain, sleet, hail",11,16,1
"December","2012","Snow (fresh, loose snow)","Visibility limitation",148,202,2
"December","2012","Snow (fresh, loose snow)","Strong wind",7,11,0
"December","2012","Snow (fresh, loose snow)","Other",0,0,0
"December","2012","Snow (fresh, loose snow)","Unknown",9,16,0
"December","2012","Slush, wet snow","Clear and sunny",105,132,4
"December","2012","Slush, wet snow","Overcast, cloudy but no precipitation",77,104,1
"December","2012","Slush, wet snow","Raining",66,94,0
"December","2012","Slush, wet snow","Snowing, not including drifting snow",266,379,3
"December","2012","Slush, wet snow","Freezing rain, sleet, hail",37,47,0
"December","2012","Slush, wet snow","Visibility limitation",17,28,0
"December","2012","Slush, wet snow","Strong wind",2,2,0
"December","2012","Slush, wet snow","Other",0,0,0
"December","2012","Slush, wet snow","Unknown",3,4,0
"December","2012","Icy","Clear and sunny",758,945,6
"December","2012","Icy","Overcast, cloudy but no precipitation",368,472,5
"December","2012","Icy","Raining",58,80,4
"December","2012","Icy","Snowing, not including drifting snow",440,591,6
"December","2012","Icy","Freezing rain, sleet, hail",127,167,2
"December","2012","Icy","Visibility limitation",98,145,2
"December","2012","Icy","Strong wind",15,17,5
"December","2012","Icy","Other",2,2,0
"December","2012","Icy","Unknown",115,140,0
"December","2012","Sand/gravel/dirt","Clear and sunny",12,13,1
"December","2012","Sand/gravel/dirt","Overcast, cloudy but no precipitation",1,2,1
"December","2012","Sand/gravel/dirt","Raining",0,0,0
"December","2012","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"December","2012","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"December","2012","Sand/gravel/dirt","Visibility limitation",1,1,0
"December","2012","Sand/gravel/dirt","Strong wind",0,0,0
"December","2012","Sand/gravel/dirt","Other",0,0,0
"December","2012","Sand/gravel/dirt","Unknown",0,0,0
"December","2012","Muddy","Clear and sunny",3,3,0
"December","2012","Muddy","Overcast, cloudy but no precipitation",1,1,0
"December","2012","Muddy","Raining",3,5,0
"December","2012","Muddy","Snowing, not including drifting snow",0,0,0
"December","2012","Muddy","Freezing rain, sleet, hail",0,0,0
"December","2012","Muddy","Visibility limitation",0,0,0
"December","2012","Muddy","Strong wind",0,0,0
"December","2012","Muddy","Other",0,0,0
"December","2012","Muddy","Unknown",0,0,0
"December","2012","Oil","Clear and sunny",2,4,0
"December","2012","Oil","Overcast, cloudy but no precipitation",0,0,0
"December","2012","Oil","Raining",0,0,0
"December","2012","Oil","Snowing, not including drifting snow",0,0,0
"December","2012","Oil","Freezing rain, sleet, hail",0,0,0
"December","2012","Oil","Visibility limitation",0,0,0
"December","2012","Oil","Strong wind",0,0,0
"December","2012","Oil","Other",0,0,0
"December","2012","Oil","Unknown",0,0,0
"December","2012","Flooded","Clear and sunny",0,0,0
"December","2012","Flooded","Overcast, cloudy but no precipitation",1,2,0
"December","2012","Flooded","Raining",1,1,0
"December","2012","Flooded","Snowing, not including drifting snow",0,0,0
"December","2012","Flooded","Freezing rain, sleet, hail",0,0,0
"December","2012","Flooded","Visibility limitation",0,0,0
"December","2012","Flooded","Strong wind",0,0,0
"December","2012","Flooded","Other",0,0,0
"December","2012","Flooded","Unknown",0,0,0
"December","2012","Other","Clear and sunny",663,863,10
"December","2012","Other","Overcast, cloudy but no precipitation",2,3,0
"December","2012","Other","Raining",0,0,0
"December","2012","Other","Snowing, not including drifting snow",270,361,2
"December","2012","Other","Freezing rain, sleet, hail",7,15,0
"December","2012","Other","Visibility limitation",14,22,0
"December","2012","Other","Strong wind",6,6,0
"December","2012","Other","Other",11,14,0
"December","2012","Other","Unknown",14,16,0
"December","2012","Unknown","Clear and sunny",24,26,1
"December","2012","Unknown","Overcast, cloudy but no precipitation",8,11,0
"December","2012","Unknown","Raining",3,3,0
"December","2012","Unknown","Snowing, not including drifting snow",6,8,0
"December","2012","Unknown","Freezing rain, sleet, hail",0,0,0
"December","2012","Unknown","Visibility limitation",1,1,0
"December","2012","Unknown","Strong wind",0,0,0
"December","2012","Unknown","Other",1,1,0
"December","2012","Unknown","Unknown",65,75,0
"December","2013","Dry, normal","Clear and sunny",2154,2944,27
"December","2013","Dry, normal","Overcast, cloudy but no precipitation",261,364,1
"December","2013","Dry, normal","Raining",5,6,0
"December","2013","Dry, normal","Snowing, not including drifting snow",5,5,0
"December","2013","Dry, normal","Freezing rain, sleet, hail",1,1,0
"December","2013","Dry, normal","Visibility limitation",12,17,1
"December","2013","Dry, normal","Strong wind",8,8,2
"December","2013","Dry, normal","Other",4,6,0
"December","2013","Dry, normal","Unknown",6,6,0
"December","2013","Wet","Clear and sunny",907,1273,9
"December","2013","Wet","Overcast, cloudy but no precipitation",454,649,7
"December","2013","Wet","Raining",355,449,8
"December","2013","Wet","Snowing, not including drifting snow",161,236,1
"December","2013","Wet","Freezing rain, sleet, hail",28,35,1
"December","2013","Wet","Visibility limitation",39,57,1
"December","2013","Wet","Strong wind",2,5,0
"December","2013","Wet","Other",1,1,0
"December","2013","Wet","Unknown",6,12,0
"December","2013","Snow (fresh, loose snow)","Clear and sunny",476,610,6
"December","2013","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",207,259,3
"December","2013","Snow (fresh, loose snow)","Raining",13,15,0
"December","2013","Snow (fresh, loose snow)","Snowing, not including drifting snow",1107,1439,14
"December","2013","Snow (fresh, loose snow)","Freezing rain, sleet, hail",12,15,0
"December","2013","Snow (fresh, loose snow)","Visibility limitation",156,210,1
"December","2013","Snow (fresh, loose snow)","Strong wind",8,10,0
"December","2013","Snow (fresh, loose snow)","Other",0,0,0
"December","2013","Snow (fresh, loose snow)","Unknown",14,18,0
"December","2013","Slush, wet snow","Clear and sunny",200,263,0
"December","2013","Slush, wet snow","Overcast, cloudy but no precipitation",97,139,0
"December","2013","Slush, wet snow","Raining",30,44,1
"December","2013","Slush, wet snow","Snowing, not including drifting snow",227,305,0
"December","2013","Slush, wet snow","Freezing rain, sleet, hail",49,69,0
"December","2013","Slush, wet snow","Visibility limitation",12,15,0
"December","2013","Slush, wet snow","Strong wind",0,0,0
"December","2013","Slush, wet snow","Other",0,0,0
"December","2013","Slush, wet snow","Unknown",3,4,0
"December","2013","Icy","Clear and sunny",1436,1926,11
"December","2013","Icy","Overcast, cloudy but no precipitation",392,531,5
"December","2013","Icy","Raining",29,52,5
"December","2013","Icy","Snowing, not including drifting snow",582,820,5
"December","2013","Icy","Freezing rain, sleet, hail",135,193,1
"December","2013","Icy","Visibility limitation",112,157,2
"December","2013","Icy","Strong wind",34,43,1
"December","2013","Icy","Other",5,6,0
"December","2013","Icy","Unknown",71,90,0
"December","2013","Sand/gravel/dirt","Clear and sunny",8,9,0
"December","2013","Sand/gravel/dirt","Overcast, cloudy but no precipitation",2,3,1
"December","2013","Sand/gravel/dirt","Raining",0,0,0
"December","2013","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"December","2013","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"December","2013","Sand/gravel/dirt","Visibility limitation",0,0,0
"December","2013","Sand/gravel/dirt","Strong wind",0,0,0
"December","2013","Sand/gravel/dirt","Other",0,0,0
"December","2013","Sand/gravel/dirt","Unknown",1,1,0
"December","2013","Muddy","Clear and sunny",2,2,0
"December","2013","Muddy","Overcast, cloudy but no precipitation",3,6,0
"December","2013","Muddy","Raining",0,0,0
"December","2013","Muddy","Snowing, not including drifting snow",0,0,0
"December","2013","Muddy","Freezing rain, sleet, hail",0,0,0
"December","2013","Muddy","Visibility limitation",1,1,0
"December","2013","Muddy","Strong wind",0,0,0
"December","2013","Muddy","Other",0,0,0
"December","2013","Muddy","Unknown",0,0,0
"December","2013","Oil","Clear and sunny",0,0,0
"December","2013","Oil","Overcast, cloudy but no precipitation",0,0,0
"December","2013","Oil","Raining",0,0,0
"December","2013","Oil","Snowing, not including drifting snow",0,0,0
"December","2013","Oil","Freezing rain, sleet, hail",0,0,0
"December","2013","Oil","Visibility limitation",0,0,0
"December","2013","Oil","Strong wind",0,0,0
"December","2013","Oil","Other",0,0,0
"December","2013","Oil","Unknown",0,0,0
"December","2013","Flooded","Clear and sunny",0,0,0
"December","2013","Flooded","Overcast, cloudy but no precipitation",0,0,0
"December","2013","Flooded","Raining",0,0,0
"December","2013","Flooded","Snowing, not including drifting snow",0,0,0
"December","2013","Flooded","Freezing rain, sleet, hail",0,0,0
"December","2013","Flooded","Visibility limitation",0,0,0
"December","2013","Flooded","Strong wind",0,0,0
"December","2013","Flooded","Other",0,0,0
"December","2013","Flooded","Unknown",0,0,0
"December","2013","Other","Clear and sunny",646,838,5
"December","2013","Other","Overcast, cloudy but no precipitation",4,5,0
"December","2013","Other","Raining",13,16,0
"December","2013","Other","Snowing, not including drifting snow",414,561,9
"December","2013","Other","Freezing rain, sleet, hail",11,21,1
"December","2013","Other","Visibility limitation",8,10,0
"December","2013","Other","Strong wind",10,13,0
"December","2013","Other","Other",20,25,0
"December","2013","Other","Unknown",21,25,0
"December","2013","Unknown","Clear and sunny",15,22,0
"December","2013","Unknown","Overcast, cloudy but no precipitation",2,2,0
"December","2013","Unknown","Raining",0,0,0
"December","2013","Unknown","Snowing, not including drifting snow",6,8,0
"December","2013","Unknown","Freezing rain, sleet, hail",0,0,0
"December","2013","Unknown","Visibility limitation",0,0,0
"December","2013","Unknown","Strong wind",0,0,0
"December","2013","Unknown","Other",1,1,0
"December","2013","Unknown","Unknown",69,86,2
"December","2014","Dry, normal","Clear and sunny",3357,4638,56
"December","2014","Dry, normal","Overcast, cloudy but no precipitation",348,486,10
"December","2014","Dry, normal","Raining",7,10,0
"December","2014","Dry, normal","Snowing, not including drifting snow",8,8,0
"December","2014","Dry, normal","Freezing rain, sleet, hail",0,0,0
"December","2014","Dry, normal","Visibility limitation",28,48,5
"December","2014","Dry, normal","Strong wind",3,3,0
"December","2014","Dry, normal","Other",5,9,0
"December","2014","Dry, normal","Unknown",11,13,0
"December","2014","Wet","Clear and sunny",901,1193,7
"December","2014","Wet","Overcast, cloudy but no precipitation",500,668,8
"December","2014","Wet","Raining",915,1202,8
"December","2014","Wet","Snowing, not including drifting snow",136,171,1
"December","2014","Wet","Freezing rain, sleet, hail",15,19,0
"December","2014","Wet","Visibility limitation",122,178,5
"December","2014","Wet","Strong wind",6,10,0
"December","2014","Wet","Other",9,10,0
"December","2014","Wet","Unknown",7,10,0
"December","2014","Snow (fresh, loose snow)","Clear and sunny",213,258,1
"December","2014","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",91,122,2
"December","2014","Snow (fresh, loose snow)","Raining",8,14,0
