Month,Year,RoadSurface,Weather,NoofCollisions,NoofInjured,NoofFatalities,Season
November,2018,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",1,1,0,Fall
November,2018,"Snow (fresh, loose snow)",Visibility limitation,65,83,3,Fall
November,2018,"Snow (fresh, loose snow)",Strong wind,4,6,0,Fall
November,2018,"Snow (fresh, loose snow)",Clear and sunny,11,14,0,Fall
November,2018,"Slush, wet snow",Clear and sunny,41,53,2,Fall
November,2018,"Slush, wet snow","Overcast, cloudy but no precipitation",42,50,1,Fall
November,2018,"Slush, wet snow",Raining,16,22,1,Fall
November,2018,"Slush, wet snow","Snowing, not including drifting snow",238,306,3,Fall
November,2018,"Slush, wet snow","Freezing rain, sleet, hail",9,13,0,Fall
November,2018,"Slush, wet snow",Visibility limitation,13,20,0,Fall
November,2018,"Slush, wet snow",Strong wind,1,1,0,Fall
November,2018,"Slush, wet snow",Other,1,1,0,Fall
November,2018,"Slush, wet snow",Clear and sunny,1,1,0,Fall
November,2018,Icy,Clear and sunny,299,377,4,Fall
November,2018,Icy,"Overcast, cloudy but no precipitation",124,163,2,Fall
November,2018,Icy,Raining,30,36,0,Fall
November,2018,Icy,"Snowing, not including drifting snow",338,446,3,Fall
November,2018,Icy,"Freezing rain, sleet, hail",52,71,3,Fall
November,2018,Icy,Visibility limitation,74,95,2,Fall
November,2018,Icy,Strong wind,11,12,0,Fall
November,2018,Icy,Other,2,3,0,Fall
November,2018,Icy,Clear and sunny,25,37,0,Fall
November,2018,Sand/gravel/dirt,Clear and sunny,8,8,2,Fall
November,2018,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",8,9,1,Fall
November,2018,Muddy,Clear and sunny,2,3,0,Fall
November,2018,Muddy,"Overcast, cloudy but no precipitation",2,3,0,Fall
November,2018,Muddy,Visibility limitation,1,1,0,Fall
November,2018,Muddy,Clear and sunny,1,1,0,Fall
November,2018,Oil,"Overcast, cloudy but no precipitation",1,1,0,Fall
November,2018,Flooded,Raining,4,4,0,Fall
November,2018,Other,Clear and sunny,267,346,6,Fall
November,2018,Other,"Overcast, cloudy but no precipitation",1,1,0,Fall
November,2018,Other,Raining,36,60,0,Fall
November,2018,Other,"Snowing, not including drifting snow",250,311,2,Fall
November,2018,Other,"Freezing rain, sleet, hail",9,12,0,Fall
November,2018,Other,Visibility limitation,8,10,1,Fall
November,2018,Other,Strong wind,1,1,0,Fall
November,2018,Other,Other,15,23,1,Fall
November,2018,Other,Clear and sunny,7,11,1,Fall
November,2018,Wet,Clear and sunny,19,23,0,Fall
November,2018,Wet,"Overcast, cloudy but no precipitation",11,13,1,Fall
November,2018,Wet,Raining,2,3,0,Fall
November,2018,Wet,"Snowing, not including drifting snow",6,13,0,Fall
November,2018,Wet,"Freezing rain, sleet, hail",1,2,0,Fall
November,2018,Wet,Visibility limitation,2,2,0,Fall
November,2018,Wet,Clear and sunny,90,105,2,Fall
November,2019,"Dry, normal",Clear and sunny,3994,5383,61,Fall
November,2019,"Dry, normal","Overcast, cloudy but no precipitation",581,780,13,Fall
November,2019,"Dry, normal",Raining,11,11,0,Fall
November,2019,"Dry, normal","Snowing, not including drifting snow",14,18,0,Fall
November,2019,"Dry, normal",Visibility limitation,12,14,2,Fall
November,2019,"Dry, normal",Strong wind,29,32,1,Fall
November,2019,"Dry, normal",Other,4,5,1,Fall
November,2019,"Dry, normal",Clear and sunny,34,43,1,Fall
November,2019,Wet,Clear and sunny,633,825,14,Fall
November,2019,Wet,"Overcast, cloudy but no precipitation",311,409,11,Fall
November,2019,Wet,Raining,743,957,12,Fall
November,2019,Wet,"Snowing, not including drifting snow",196,253,3,Fall
November,2019,Wet,"Freezing rain, sleet, hail",14,15,0,Fall
November,2019,Wet,Visibility limitation,48,58,3,Fall
November,2019,Wet,Strong wind,13,16,0,Fall
November,2019,Wet,Other,10,13,0,Fall
November,2019,Wet,Clear and sunny,16,18,1,Fall
November,2019,"Snow (fresh, loose snow)",Clear and sunny,115,141,2,Fall
November,2019,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",59,70,0,Fall
November,2019,"Snow (fresh, loose snow)",Raining,2,2,0,Fall
November,2019,"Snow (fresh, loose snow)","Snowing, not including drifting snow",465,602,5,Fall
November,2019,"Snow (fresh, loose snow)",Visibility limitation,40,47,1,Fall
November,2019,"Snow (fresh, loose snow)",Strong wind,1,1,0,Fall
November,2019,"Snow (fresh, loose snow)",Clear and sunny,5,6,0,Fall
November,2019,"Slush, wet snow",Clear and sunny,52,71,1,Fall
November,2019,"Slush, wet snow","Overcast, cloudy but no precipitation",39,48,3,Fall
November,2019,"Slush, wet snow",Raining,5,7,0,Fall
November,2019,"Slush, wet snow","Snowing, not including drifting snow",136,170,1,Fall
November,2019,"Slush, wet snow","Freezing rain, sleet, hail",14,18,0,Fall
November,2019,"Slush, wet snow",Visibility limitation,12,17,0,Fall
November,2019,"Slush, wet snow",Strong wind,1,1,0,Fall
November,2019,"Slush, wet snow",Other,1,1,0,Fall
November,2019,"Slush, wet snow",Clear and sunny,1,2,0,Fall
November,2019,Icy,Clear and sunny,378,485,4,Fall
November,2019,Icy,"Overcast, cloudy but no precipitation",187,230,5,Fall
November,2019,Icy,Raining,28,29,1,Fall
November,2019,Icy,"Snowing, not including drifting snow",270,358,8,Fall
November,2019,Icy,"Freezing rain, sleet, hail",63,83,0,Fall
November,2019,Icy,Visibility limitation,37,56,0,Fall
November,2019,Icy,Strong wind,10,11,0,Fall
November,2019,Icy,Other,1,1,0,Fall
November,2019,Icy,Clear and sunny,24,32,0,Fall
November,2019,Sand/gravel/dirt,Clear and sunny,8,15,0,Fall
November,2019,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",3,2,1,Fall
November,2019,Sand/gravel/dirt,Raining,3,4,0,Fall
November,2019,Sand/gravel/dirt,"Snowing, not including drifting snow",1,1,0,Fall
November,2019,Muddy,Clear and sunny,3,3,0,Fall
November,2019,Muddy,Raining,1,1,0,Fall
November,2019,Flooded,Raining,4,4,0,Fall
November,2019,Other,Clear and sunny,274,334,10,Fall
November,2019,Other,"Overcast, cloudy but no precipitation",2,2,0,Fall
November,2019,Other,Raining,25,33,1,Fall
November,2019,Other,"Snowing, not including drifting snow",228,296,2,Fall
November,2019,Other,"Freezing rain, sleet, hail",7,7,1,Fall
November,2019,Other,Visibility limitation,18,45,0,Fall
November,2019,Other,Strong wind,3,4,0,Fall
November,2019,Other,Other,7,8,0,Fall
November,2019,Other,Clear and sunny,12,14,0,Fall
November,2019,Wet,Clear and sunny,19,22,0,Fall
November,2019,Wet,"Overcast, cloudy but no precipitation",7,8,0,Fall
November,2019,Wet,Raining,1,2,0,Fall
November,2019,Wet,"Snowing, not including drifting snow",1,1,0,Fall
November,2019,Wet,"Freezing rain, sleet, hail",1,2,0,Fall
November,2019,Wet,Strong wind,1,1,0,Fall
November,2019,Wet,Clear and sunny,49,54,6,Fall
November,2020,"Dry, normal",Clear and sunny,3650,4751,85,Fall
November,2020,"Dry, normal","Overcast, cloudy but no precipitation",480,604,15,Fall
November,2020,"Dry, normal",Raining,7,7,0,Fall
November,2020,"Dry, normal","Snowing, not including drifting snow",3,4,0,Fall
November,2020,"Dry, normal",Visibility limitation,13,20,0,Fall
November,2020,"Dry, normal",Strong wind,14,16,0,Fall
November,2020,"Dry, normal",Other,4,6,1,Fall
November,2020,"Dry, normal",Clear and sunny,26,26,0,Fall
November,2020,Wet,Clear and sunny,297,397,8,Fall
November,2020,Wet,"Overcast, cloudy but no precipitation",220,290,11,Fall
November,2020,Wet,Raining,594,766,10,Fall
November,2020,Wet,"Snowing, not including drifting snow",72,101,2,Fall
November,2020,Wet,"Freezing rain, sleet, hail",9,9,0,Fall
November,2020,Wet,Visibility limitation,45,61,1,Fall
November,2020,Wet,Strong wind,7,10,0,Fall
November,2020,Wet,Other,1,1,0,Fall
November,2020,Wet,Clear and sunny,5,6,1,Fall
November,2020,"Snow (fresh, loose snow)",Clear and sunny,40,48,1,Fall
November,2020,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",30,38,0,Fall
November,2020,"Snow (fresh, loose snow)",Raining,5,7,0,Fall
November,2020,"Snow (fresh, loose snow)","Snowing, not including drifting snow",260,344,2,Fall
November,2020,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",1,1,0,Fall
November,2020,"Snow (fresh, loose snow)",Visibility limitation,6,6,1,Fall
November,2020,"Snow (fresh, loose snow)",Strong wind,2,7,0,Fall
November,2020,"Snow (fresh, loose snow)",Clear and sunny,7,5,0,Fall
November,2020,"Slush, wet snow",Clear and sunny,22,30,1,Fall
November,2020,"Slush, wet snow","Overcast, cloudy but no precipitation",21,27,2,Fall
November,2020,"Slush, wet snow",Raining,10,10,1,Fall
November,2020,"Slush, wet snow","Snowing, not including drifting snow",102,129,1,Fall
November,2020,"Slush, wet snow","Freezing rain, sleet, hail",11,15,0,Fall
November,2020,"Slush, wet snow",Strong wind,1,1,0,Fall
November,2020,Icy,Clear and sunny,162,194,3,Fall
November,2020,Icy,"Overcast, cloudy but no precipitation",90,116,2,Fall
November,2020,Icy,Raining,15,15,0,Fall
November,2020,Icy,"Snowing, not including drifting snow",138,176,1,Fall
November,2020,Icy,"Freezing rain, sleet, hail",22,24,0,Fall
November,2020,Icy,Visibility limitation,20,29,0,Fall
November,2020,Icy,Strong wind,9,13,0,Fall
November,2020,Icy,Other,3,3,0,Fall
November,2020,Icy,Clear and sunny,20,28,0,Fall
November,2020,Sand/gravel/dirt,Clear and sunny,12,16,0,Fall
November,2020,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",5,5,1,Fall
November,2020,Sand/gravel/dirt,Visibility limitation,1,1,0,Fall
November,2020,Muddy,Clear and sunny,4,7,0,Fall
November,2020,Muddy,"Overcast, cloudy but no precipitation",6,7,1,Fall
November,2020,Muddy,Raining,1,1,0,Fall
November,2020,Muddy,"Snowing, not including drifting snow",1,1,0,Fall
November,2020,Flooded,Raining,4,4,0,Fall
November,2020,Other,Clear and sunny,216,292,2,Fall
November,2020,Other,"Overcast, cloudy but no precipitation",1,1,0,Fall
November,2020,Other,Raining,2,3,0,Fall
November,2020,Other,"Snowing, not including drifting snow",163,206,5,Fall
November,2020,Other,"Freezing rain, sleet, hail",3,3,1,Fall
November,2020,Other,Visibility limitation,5,5,0,Fall
November,2020,Other,Strong wind,7,10,0,Fall
November,2020,Other,Other,4,5,0,Fall
November,2020,Other,Clear and sunny,8,11,0,Fall
November,2020,Wet,Clear and sunny,18,20,0,Fall
November,2020,Wet,"Overcast, cloudy but no precipitation",6,6,0,Fall
November,2020,Wet,Raining,1,2,0,Fall
November,2020,Wet,"Snowing, not including drifting snow",2,2,0,Fall
November,2020,Wet,Clear and sunny,34,38,2,Fall
November,2021,"Dry, normal",Clear and sunny,4435,5621,88,Fall
November,2021,"Dry, normal","Overcast, cloudy but no precipitation",458,581,12,Fall
November,2021,"Dry, normal",Raining,7,8,0,Fall
November,2021,"Dry, normal","Snowing, not including drifting snow",8,8,0,Fall
November,2021,"Dry, normal",Visibility limitation,13,14,1,Fall
November,2021,"Dry, normal",Strong wind,14,17,1,Fall
November,2021,"Dry, normal",Other,5,7,0,Fall
November,2021,"Dry, normal",Clear and sunny,36,44,0,Fall
November,2021,Wet,Clear and sunny,362,482,7,Fall
November,2021,Wet,"Overcast, cloudy but no precipitation",220,285,7,Fall
November,2021,Wet,Raining,791,1014,13,Fall
November,2021,Wet,"Snowing, not including drifting snow",108,134,2,Fall
November,2021,Wet,"Freezing rain, sleet, hail",10,13,0,Fall
November,2021,Wet,Visibility limitation,30,40,0,Fall
November,2021,Wet,Strong wind,3,3,0,Fall
November,2021,Wet,Other,4,7,0,Fall
November,2021,Wet,Clear and sunny,10,11,1,Fall
November,2021,"Snow (fresh, loose snow)",Clear and sunny,30,35,0,Fall
November,2021,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",22,28,0,Fall
November,2021,"Snow (fresh, loose snow)",Raining,2,2,0,Fall
November,2021,"Snow (fresh, loose snow)","Snowing, not including drifting snow",233,312,2,Fall
November,2021,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",3,5,0,Fall
November,2021,"Snow (fresh, loose snow)",Visibility limitation,8,9,0,Fall
November,2021,"Snow (fresh, loose snow)",Strong wind,3,4,0,Fall
November,2021,"Snow (fresh, loose snow)",Other,1,1,0,Fall
November,2021,"Snow (fresh, loose snow)",Clear and sunny,9,12,1,Fall
November,2021,"Slush, wet snow",Clear and sunny,23,30,1,Fall
November,2021,"Slush, wet snow","Overcast, cloudy but no precipitation",17,19,0,Fall
November,2021,"Slush, wet snow",Raining,10,11,0,Fall
November,2021,"Slush, wet snow","Snowing, not including drifting snow",122,147,6,Fall
November,2021,"Slush, wet snow","Freezing rain, sleet, hail",11,14,0,Fall
November,2021,"Slush, wet snow",Visibility limitation,3,4,0,Fall
November,2021,"Slush, wet snow",Strong wind,1,0,1,Fall
November,2021,Icy,Clear and sunny,222,281,5,Fall
November,2021,Icy,"Overcast, cloudy but no precipitation",84,100,2,Fall
November,2021,Icy,Raining,12,12,0,Fall
November,2021,Icy,"Snowing, not including drifting snow",158,198,0,Fall
November,2021,Icy,"Freezing rain, sleet, hail",48,63,0,Fall
November,2021,Icy,Visibility limitation,29,39,0,Fall
November,2021,Icy,Strong wind,13,14,0,Fall
November,2021,Icy,Other,5,5,0,Fall
November,2021,Icy,Clear and sunny,23,33,0,Fall
November,2021,Sand/gravel/dirt,Clear and sunny,15,17,0,Fall
November,2021,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",3,3,0,Fall
November,2021,Sand/gravel/dirt,Visibility limitation,1,1,0,Fall
November,2021,Muddy,Clear and sunny,3,5,0,Fall
November,2021,Muddy,"Overcast, cloudy but no precipitation",1,0,1,Fall
November,2021,Muddy,Raining,1,1,0,Fall
November,2021,Other,Clear and sunny,142,193,8,Fall
November,2021,Other,Raining,17,22,1,Fall
November,2021,Other,"Snowing, not including drifting snow",105,137,2,Fall
November,2021,Other,"Freezing rain, sleet, hail",4,6,0,Fall
November,2021,Other,Visibility limitation,3,3,0,Fall
November,2021,Other,Strong wind,4,4,0,Fall
November,2021,Other,Other,5,6,0,Fall
November,2021,Other,Clear and sunny,3,3,0,Fall
November,2021,Wet,Clear and sunny,13,14,0,Fall
November,2021,Wet,"Overcast, cloudy but no precipitation",4,4,0,Fall
November,2021,Wet,"Snowing, not including drifting snow",1,1,0,Fall
November,2021,Wet,Other,1,1,0,Fall
November,2021,Wet,Clear and sunny,54,67,4,Fall
December,2010,"Dry, normal",Clear and sunny,3009,4305,44,Winter
December,2010,"Dry, normal","Overcast, cloudy but no precipitation",408,547,4,Winter
December,2010,"Dry, normal",Raining,6,7,0,Winter
December,2010,"Dry, normal","Snowing, not including drifting snow",8,11,0,Winter
December,2010,"Dry, normal","Freezing rain, sleet, hail",1,2,0,Winter
December,2010,"Dry, normal",Visibility limitation,18,19,0,Winter
December,2010,"Dry, normal",Strong wind,9,12,0,Winter
December,2010,"Dry, normal",Other,4,4,0,Winter
December,2010,"Dry, normal",Clear and sunny,6,8,0,Winter
December,2010,Wet,Clear and sunny,1101,1535,15,Winter
December,2010,Wet,"Overcast, cloudy but no precipitation",545,746,11,Winter
December,2010,Wet,Raining,728,926,11,Winter
December,2010,Wet,"Snowing, not including drifting snow",298,411,3,Winter
December,2010,Wet,"Freezing rain, sleet, hail",18,21,1,Winter
December,2010,Wet,Visibility limitation,37,56,0,Winter
December,2010,Wet,Strong wind,9,9,1,Winter
December,2010,Wet,Other,13,16,0,Winter
December,2010,Wet,Clear and sunny,10,12,0,Winter
December,2010,"Snow (fresh, loose snow)",Clear and sunny,340,419,1,Winter
December,2010,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",197,273,4,Winter
December,2010,"Snow (fresh, loose snow)",Raining,8,13,0,Winter
December,2010,"Snow (fresh, loose snow)","Snowing, not including drifting snow",825,1084,10,Winter
December,2010,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",4,7,0,Winter
December,2010,"Snow (fresh, loose snow)",Visibility limitation,152,213,2,Winter
December,2010,"Snow (fresh, loose snow)",Strong wind,7,12,0,Winter
December,2010,"Snow (fresh, loose snow)",Other,2,5,0,Winter
December,2010,"Snow (fresh, loose snow)",Clear and sunny,8,12,0,Winter
December,2010,"Slush, wet snow",Clear and sunny,120,162,1,Winter
December,2010,"Slush, wet snow","Overcast, cloudy but no precipitation",82,112,0,Winter
December,2010,"Slush, wet snow",Raining,42,56,1,Winter
December,2010,"Slush, wet snow","Snowing, not including drifting snow",232,337,4,Winter
December,2010,"Slush, wet snow","Freezing rain, sleet, hail",15,23,0,Winter
December,2010,"Slush, wet snow",Visibility limitation,14,24,0,Winter
December,2010,"Slush, wet snow",Other,6,9,0,Winter
December,2010,"Slush, wet snow",Clear and sunny,4,4,0,Winter
December,2010,Icy,Clear and sunny,648,901,9,Winter
December,2010,Icy,"Overcast, cloudy but no precipitation",289,384,6,Winter
December,2010,Icy,Raining,45,56,2,Winter
December,2010,Icy,"Snowing, not including drifting snow",490,695,7,Winter
December,2010,Icy,"Freezing rain, sleet, hail",93,122,4,Winter
December,2010,Icy,Visibility limitation,137,189,7,Winter
December,2010,Icy,Strong wind,25,38,1,Winter
December,2010,Icy,Other,4,3,1,Winter
December,2010,Icy,Clear and sunny,13,18,0,Winter
December,2010,Sand/gravel/dirt,Clear and sunny,8,11,0,Winter
December,2010,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",2,3,1,Winter
December,2010,Sand/gravel/dirt,"Snowing, not including drifting snow",1,2,0,Winter
December,2010,Sand/gravel/dirt,Visibility limitation,1,1,0,Winter
December,2010,Sand/gravel/dirt,Strong wind,1,1,0,Winter
December,2010,Muddy,Clear and sunny,2,2,0,Winter
December,2010,Muddy,"Overcast, cloudy but no precipitation",1,2,0,Winter
December,2010,Muddy,"Snowing, not including drifting snow",1,2,0,Winter
December,2010,Muddy,"Freezing rain, sleet, hail",1,2,0,Winter
December,2010,Muddy,Visibility limitation,1,3,0,Winter
December,2010,Other,Clear and sunny,601,780,16,Winter
December,2010,Other,"Overcast, cloudy but no precipitation",2,2,0,Winter
December,2010,Other,Raining,6,6,0,Winter
December,2010,Other,"Snowing, not including drifting snow",294,384,5,Winter
December,2010,Other,"Freezing rain, sleet, hail",6,6,0,Winter
December,2010,Other,Visibility limitation,12,23,0,Winter
December,2010,Other,Strong wind,5,7,0,Winter
December,2010,Other,Other,14,20,0,Winter
December,2010,Other,Clear and sunny,15,18,0,Winter
December,2010,Wet,Clear and sunny,24,34,0,Winter
December,2010,Wet,"Overcast, cloudy but no precipitation",7,8,0,Winter
December,2010,Wet,Raining,1,1,0,Winter
December,2010,Wet,"Snowing, not including drifting snow",5,5,0,Winter
December,2010,Wet,"Freezing rain, sleet, hail",1,2,0,Winter
December,2010,Wet,Visibility limitation,1,1,0,Winter
December,2010,Wet,Strong wind,2,2,0,Winter
December,2010,Wet,Other,2,3,0,Winter
December,2010,Wet,Clear and sunny,79,89,0,Winter
December,2011,"Dry, normal",Clear and sunny,4061,5527,53,Winter
December,2011,"Dry, normal","Overcast, cloudy but no precipitation",497,683,4,Winter
December,2011,"Dry, normal",Raining,8,16,0,Winter
December,2011,"Dry, normal","Snowing, not including drifting snow",17,23,0,Winter
December,2011,"Dry, normal","Freezing rain, sleet, hail",2,2,0,Winter
December,2011,"Dry, normal",Visibility limitation,5,8,0,Winter
December,2011,"Dry, normal",Strong wind,7,7,0,Winter
December,2011,"Dry, normal",Other,9,9,0,Winter
December,2011,"Dry, normal",Clear and sunny,40,51,0,Winter
December,2011,Wet,Clear and sunny,884,1210,7,Winter
December,2011,Wet,"Overcast, cloudy but no precipitation",520,702,10,Winter
December,2011,Wet,Raining,1327,1773,11,Winter
December,2011,Wet,"Snowing, not including drifting snow",212,291,4,Winter
December,2011,Wet,"Freezing rain, sleet, hail",20,29,1,Winter
December,2011,Wet,Visibility limitation,68,94,1,Winter
December,2011,Wet,Strong wind,7,10,1,Winter
December,2011,Wet,Other,19,22,0,Winter
December,2011,Wet,Clear and sunny,14,16,0,Winter
December,2011,"Snow (fresh, loose snow)",Clear and sunny,165,209,2,Winter
December,2011,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",86,108,3,Winter
December,2011,"Snow (fresh, loose snow)",Raining,5,9,0,Winter
December,2011,"Snow (fresh, loose snow)","Snowing, not including drifting snow",514,726,4,Winter
December,2011,"Snow (fresh, loose snow)",Visibility limitation,49,72,2,Winter
December,2011,"Snow (fresh, loose snow)",Strong wind,4,5,0,Winter
December,2011,"Snow (fresh, loose snow)",Other,2,3,0,Winter
December,2011,"Snow (fresh, loose snow)",Clear and sunny,8,12,0,Winter
December,2011,"Slush, wet snow",Clear and sunny,84,105,2,Winter
December,2011,"Slush, wet snow","Overcast, cloudy but no precipitation",67,87,1,Winter
December,2011,"Slush, wet snow",Raining,43,69,1,Winter
December,2011,"Slush, wet snow","Snowing, not including drifting snow",211,278,7,Winter
December,2011,"Slush, wet snow","Freezing rain, sleet, hail",9,10,0,Winter
December,2011,"Slush, wet snow",Visibility limitation,12,15,0,Winter
December,2011,"Slush, wet snow",Clear and sunny,1,2,0,Winter
December,2011,Icy,Clear and sunny,742,969,19,Winter
December,2011,Icy,"Overcast, cloudy but no precipitation",280,364,6,Winter
December,2011,Icy,Raining,60,65,2,Winter
December,2011,Icy,"Snowing, not including drifting snow",341,489,9,Winter
December,2011,Icy,"Freezing rain, sleet, hail",181,236,3,Winter
December,2011,Icy,Visibility limitation,53,77,1,Winter
December,2011,Icy,Strong wind,16,18,0,Winter
December,2011,Icy,Other,2,2,0,Winter
December,2011,Icy,Clear and sunny,39,48,0,Winter
December,2011,Sand/gravel/dirt,Clear and sunny,17,26,1,Winter
December,2011,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",7,9,1,Winter
December,2011,Sand/gravel/dirt,"Freezing rain, sleet, hail",1,1,0,Winter
December,2011,Sand/gravel/dirt,Clear and sunny,1,1,0,Winter
December,2011,Muddy,Clear and sunny,3,5,0,Winter
December,2011,Muddy,"Overcast, cloudy but no precipitation",2,2,0,Winter
December,2011,Muddy,Clear and sunny,1,1,0,Winter
December,2011,Oil,Clear and sunny,1,1,0,Winter
December,2011,Other,Clear and sunny,341,452,7,Winter
December,2011,Other,"Overcast, cloudy but no precipitation",3,4,0,Winter
December,2011,Other,Raining,14,21,0,Winter
December,2011,Other,"Snowing, not including drifting snow",133,191,2,Winter
December,2011,Other,"Freezing rain, sleet, hail",10,12,0,Winter
December,2011,Other,Visibility limitation,5,9,1,Winter
December,2011,Other,Strong wind,7,10,0,Winter
December,2011,Other,Other,7,8,0,Winter
December,2011,Other,Clear and sunny,8,9,0,Winter
December,2011,Wet,Clear and sunny,30,37,0,Winter
December,2011,Wet,"Overcast, cloudy but no precipitation",9,13,0,Winter
December,2011,Wet,Raining,3,3,0,Winter
December,2011,Wet,"Snowing, not including drifting snow",3,3,0,Winter
December,2011,Wet,"Freezing rain, sleet, hail",1,1,0,Winter
December,2011,Wet,Other,3,3,0,Winter
December,2011,Wet,Clear and sunny,68,77,3,Winter
December,2012,"Dry, normal",Clear and sunny,2892,3919,50,Winter
December,2012,"Dry, normal","Overcast, cloudy but no precipitation",397,530,7,Winter
December,2012,"Dry, normal",Raining,6,6,0,Winter
December,2012,"Dry, normal","Snowing, not including drifting snow",7,8,0,Winter
December,2012,"Dry, normal",Visibility limitation,9,10,1,Winter
December,2012,"Dry, normal",Strong wind,7,7,0,Winter
December,2012,"Dry, normal",Other,2,2,0,Winter
December,2012,"Dry, normal",Clear and sunny,16,16,1,Winter
December,2012,Wet,Clear and sunny,905,1242,14,Winter
December,2012,Wet,"Overcast, cloudy but no precipitation",508,672,16,Winter
December,2012,Wet,Raining,1118,1511,13,Winter
December,2012,Wet,"Snowing, not including drifting snow",155,198,2,Winter
December,2012,Wet,"Freezing rain, sleet, hail",41,52,0,Winter
December,2012,Wet,Visibility limitation,51,68,0,Winter
December,2012,Wet,Strong wind,6,10,0,Winter
December,2012,Wet,Other,15,15,1,Winter
December,2012,Wet,Clear and sunny,12,15,1,Winter
December,2012,"Snow (fresh, loose snow)",Clear and sunny,239,319,3,Winter
December,2012,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",136,163,0,Winter
December,2012,"Snow (fresh, loose snow)",Raining,14,17,0,Winter
December,2012,"Snow (fresh, loose snow)","Snowing, not including drifting snow",761,1035,9,Winter
December,2012,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",11,16,1,Winter
December,2012,"Snow (fresh, loose snow)",Visibility limitation,148,202,2,Winter
December,2012,"Snow (fresh, loose snow)",Strong wind,7,11,0,Winter
December,2012,"Snow (fresh, loose snow)",Clear and sunny,9,16,0,Winter
December,2012,"Slush, wet snow",Clear and sunny,105,132,4,Winter
December,2012,"Slush, wet snow","Overcast, cloudy but no precipitation",77,104,1,Winter
December,2012,"Slush, wet snow",Raining,66,94,0,Winter
December,2012,"Slush, wet snow","Snowing, not including drifting snow",266,379,3,Winter
December,2012,"Slush, wet snow","Freezing rain, sleet, hail",37,47,0,Winter
December,2012,"Slush, wet snow",Visibility limitation,17,28,0,Winter
December,2012,"Slush, wet snow",Strong wind,2,2,0,Winter
December,2012,"Slush, wet snow",Clear and sunny,3,4,0,Winter
December,2012,Icy,Clear and sunny,758,945,6,Winter
December,2012,Icy,"Overcast, cloudy but no precipitation",368,472,5,Winter
December,2012,Icy,Raining,58,80,4,Winter
December,2012,Icy,"Snowing, not including drifting snow",440,591,6,Winter
December,2012,Icy,"Freezing rain, sleet, hail",127,167,2,Winter
December,2012,Icy,Visibility limitation,98,145,2,Winter
December,2012,Icy,Strong wind,15,17,5,Winter
December,2012,Icy,Other,2,2,0,Winter
December,2012,Icy,Clear and sunny,115,140,0,Winter
December,2012,Sand/gravel/dirt,Clear and sunny,12,13,1,Winter
December,2012,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",1,2,1,Winter
December,2012,Sand/gravel/dirt,Visibility limitation,1,1,0,Winter
December,2012,Muddy,Clear and sunny,3,3,0,Winter
December,2012,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Winter
December,2012,Muddy,Raining,3,5,0,Winter
December,2012,Oil,Clear and sunny,2,4,0,Winter
December,2012,Flooded,"Overcast, cloudy but no precipitation",1,2,0,Winter
December,2012,Flooded,Raining,1,1,0,Winter
December,2012,Other,Clear and sunny,663,863,10,Winter
December,2012,Other,"Overcast, cloudy but no precipitation",2,3,0,Winter
December,2012,Other,"Snowing, not including drifting snow",270,361,2,Winter
December,2012,Other,"Freezing rain, sleet, hail",7,15,0,Winter
December,2012,Other,Visibility limitation,14,22,0,Winter
December,2012,Other,Strong wind,6,6,0,Winter
December,2012,Other,Other,11,14,0,Winter
December,2012,Other,Clear and sunny,14,16,0,Winter
December,2012,Wet,Clear and sunny,24,26,1,Winter
December,2012,Wet,"Overcast, cloudy but no precipitation",8,11,0,Winter
December,2012,Wet,Raining,3,3,0,Winter
December,2012,Wet,"Snowing, not including drifting snow",6,8,0,Winter
December,2012,Wet,Visibility limitation,1,1,0,Winter
December,2012,Wet,Other,1,1,0,Winter
December,2012,Wet,Clear and sunny,65,75,0,Winter
December,2013,"Dry, normal",Clear and sunny,2154,2944,27,Winter
December,2013,"Dry, normal","Overcast, cloudy but no precipitation",261,364,1,Winter
December,2013,"Dry, normal",Raining,5,6,0,Winter
December,2013,"Dry, normal","Snowing, not including drifting snow",5,5,0,Winter
December,2013,"Dry, normal","Freezing rain, sleet, hail",1,1,0,Winter
December,2013,"Dry, normal",Visibility limitation,12,17,1,Winter
December,2013,"Dry, normal",Strong wind,8,8,2,Winter
